"","tau1","tau2","tau3","tau4","p1","p2","p3","p4","g1","g2","g3","g4","13_stable"
"32",0.308648853942075,0.0467306586918486,0.297303261383488,0.761649226148573,0.596015209595982,0.336009877863125,0.400870520077149,0.506660549816589,0.377886009963059,0.360223340071688,0.295659245766389,0.637929803916644,1
"33",0.45058069963598,0.837205934833379,0.237338672274639,0.394707657520664,0.59075580814514,0.563903951588656,0.561075473924259,0.133596979230834,0.0140567426243665,0.98690693246901,0.780962823392318,0.255401092080911,0
"34",0.993323373369729,0.411213217065903,0.66585109663822,0.45843533341682,0.599497255914026,0.691362813884171,0.338895197997855,0.203369610288822,0.953344364374188,0.776409287299601,0.650362909907354,0.618124241887772,0
"35",0.336710337664128,0.776924817032335,0.820163532538475,0.196943969581477,0.418417194511156,0.939762216279976,0.280539653980335,0.530280664739054,0.237495240398325,0.0337433460202117,0.644352826209777,0.0122505850739274,1
"36",0.984628631259534,0.70327324545788,0.125101369060383,0.126857857522587,0.188236017589593,0.882216415190008,0.992968924010397,0.532513784546926,0.951242123121825,0.639756088831475,0.777122554424242,0.0343521312186737,0
"37",0.706643134882438,0.349019460966653,0.880694560588371,0.633466985938587,0.2834795019238,0.231650970540539,0.968611275279461,0.935489435535837,0.38738076919715,0.0089167235928861,0.556076064449517,0.278350534779801,0
"38",0.964252968451479,0.47496024817479,0.0305713129922424,0.730264848758847,0.538085553328383,0.211789863479183,0.620072962570576,0.577046604301401,0.320420258722822,0.767398914477451,0.278948257962724,0.61942482798814,0
"39",0.208598510930808,0.261509665096836,0.466697032578341,0.146472680412099,0.242703385185933,0.726450523194768,0.768092311493261,0.757649389456069,0.280447360956774,0.577732393094057,0.225174233826848,0.882499476865294,1
"40",0.104371983837064,0.978657884845115,0.216032795879046,0.704731489972155,0.529307443776047,0.098945776875325,0.390638933871949,0.944370474904916,0.788978105445713,0.636157059818092,0.285899651302553,0.230298787097218,1
"41",0.814158281851517,0.877408657803616,0.115653900803497,0.749547352769921,0.560127635991128,0.230190236290519,0.933332128964878,0.182470268879792,0.802314247242564,0.098745423806414,0.979079585973495,0.635925600628559,0
"42",0.45912820614334,0.594251041169913,0.874947852481681,0.920274038549986,0.332239469558718,0.273570705515782,0.790526986270035,0.932456844714031,0.182633722947179,0.103149312436434,0.671484725676904,0.898191420324703,0
"43",0.373028579887399,0.867167428010961,0.0416691407775444,0.838147855199276,0.457857027242747,0.231778073867487,0.944193781097113,0.461977021715954,0.765913363146849,0.423845773321907,0.513211261491418,0.743044842009945,0
"44",0.382137492441049,0.579171736448954,0.121531374336705,0.110359327570397,0.28966373942046,0.568173166635854,0.656441768096785,0.893502973043582,0.771797478667717,0.690113374921442,0.33056460159073,0.597743709477789,0
"45",0.354337186415183,0.230081727987398,0.81995777031816,0.449155318855592,0.555566309220872,0.824391621572632,0.0231749584763162,0.511476812292878,0.770210260198145,0.823551067130471,0.855727100112432,0.198182524169682,0
"46",0.919486397641364,0.516586852527315,0.343291626768201,0.491842266932252,0.267544299099739,0.966462228657481,0.297401094379487,0.917424413642393,0.60551725601992,0.0414458242683114,0.0231116442620933,0.129074215498056,1
"47",0.830984406821185,0.552496776200327,0.15494185999403,0.533541407285504,0.417229686962161,0.890693327819981,0.433787628434616,0.429490708238684,0.770663618882306,0.334244315865977,0.177471371135566,0.0875390672779057,0
"48",0.40547018110347,0.469422850320748,0.697873936984796,0.347519452205829,0.629339323031344,0.299024851522779,0.522071079631903,0.327312804768732,0.788694463496796,0.606688005562858,0.74829372817529,0.47884054469608,0
"49",0.753789521332305,0.0842316947982535,0.752280026109522,0.660901333803987,0.485473410757246,0.456413423283228,0.115965373971217,0.986734124528747,0.525121771532926,0.136649376400226,0.503541089550068,0.707783449880861,0
"50",0.98090877439904,0.00120591048171338,0.851509336084141,0.501064761048599,0.423428134944795,0.594775458370425,0.347541400521834,0.793934662260243,0.927731629702501,0.578918334153208,0.254324104624827,0.35189556698883,0
"51",0.00033912518068816,0.0675761371551358,0.647526827443813,0.423914844737771,0.641213555553655,0.167736286530211,0.117601401659026,0.829154860914075,0.0835625931938344,0.184486788974988,0.276592856375753,0.640514097888536,1
"52",0.640820864703604,0.847672867291643,0.654426136939147,0.780814742571151,0.538579972621675,0.389154489644897,0.831631341646029,0.186730392120395,0.519942726650246,0.562931157589322,0.969377627649863,0.712856750869836,0
"53",0.92486159139248,0.0581190656406254,0.299386034753042,0.87278594730932,0.430202777973048,0.673532648796409,0.870759719488102,0.172635820233165,0.885267252727981,0.136158609320339,0.688583332647182,0.690819542673678,0
"54",0.489480252915273,0.681099328931283,0.989957755182189,0.0615177406254058,0.628779158659689,0.291910506602934,0.613535443110161,0.244563136234959,0.674341858806962,0.665697567538481,0.798022272201841,0.453942395483179,0
"55",0.657399098275215,0.276533268329465,0.360722089242897,0.764031814879596,0.426422918088371,0.769217932700765,0.874452948682739,0.0840554925979922,0.745169712993198,0.823497128217863,0.346805021750119,0.202800398334735,0
"56",0.445220411661674,0.835247778445294,0.179656085025033,0.894903622881761,0.613353650220235,0.070193252565728,0.677062379035724,0.446772891826652,0.504960499689942,0.365050658297307,0.55876563403309,0.97805639937251,0
"57",0.996941026615418,0.575643780935639,0.193904677447204,0.27192874746825,0.511351324631312,0.302596118063342,0.690174836276639,0.492466308757102,0.397011795293333,0.970975947419492,0.355094131074658,0.898837648449314,0
"58",0.254483509499253,0.104492547056765,0.856287771592259,0.293645807096816,0.547951127703846,0.279455435866789,0.842895525604486,0.258404567619682,0.279827905275139,0.808323475406071,0.749578285613094,0.240029491482089,1
"59",0.472113883363198,0.506981049459533,0.223446388421191,0.6745418105036,0.457157313380594,0.97188792189233,0.100142961813573,0.567957737144749,0.952938151077486,0.117193774413203,0.282167005123817,0.951644144953871,0
"60",0.734373706977225,0.548571848875044,0.724498329152201,0.934527526857343,0.294625392473693,0.627196385461822,0.870917429762396,0.605848757232418,0.127532212631342,0.485772331002024,0.826674241800725,0.493712517594403,0
"61",0.367320375875206,0.952225016772391,0.0756263675872302,0.721550341391953,0.556423814490203,0.9418911318137,0.302852491900711,0.111866626001787,0.413629940491069,0.59175448372378,0.267749742848965,0.157709954849785,1
"62",0.427093607026597,0.401190256406849,0.53829218855755,0.922115098381716,0.530026049007938,0.62450634353896,0.699467004116726,0.107978198256308,0.973916133280857,0.955399887243438,0.353808481730719,0.490215189790627,0
"63",0.433086025180039,0.100144715686821,0.0991560049513005,0.478092014933452,0.677160597752317,0.203783375145581,0.458897059446048,0.349202237676012,0.609682129432133,0.155908881841558,0.103587216758353,0.354516213797522,1
"64",0.509609203237936,0.73040763099762,0.751242559467793,0.296085989705754,0.650245926727682,0.0825137429745039,0.590115645835709,0.416080586162157,0.346170310488872,0.890998090088518,0.450535029697617,0.720702186419895,0
"65",0.96272350416673,0.779298070164221,0.870890074061143,0.577238509833354,0.534884996792624,0.146906005401245,0.466960588286242,0.80417143767436,0.941708590834558,0.640855817134685,0.0621258995732365,0.451772488430379,0
"66",0.984796168210926,0.476787869774183,0.437871291244505,0.875191727640168,0.746364392693891,0.0243553317268165,0.326769501387283,0.463182222326892,0.147161470151728,0.907596592852214,0.994116995231088,0.657066149365813,0
"67",0.592298594763077,0.206523465115692,0.536111566165689,0.130663438414468,0.483772322993231,0.483450632486562,0.474784184636906,0.605743443494956,0.545930444593144,0.552639111593651,0.256470931810746,0.680078665967416,1
"68",0.632900087546071,0.0599924832395327,0.307522453413697,0.725306210203531,0.504500499611765,0.329309269211637,0.549845891266,0.625638792855248,0.793324157848868,0.614633932737471,0.732415758973046,0.769421619859365,0
"69",0.450400860281105,0.680506176503836,0.533393582697744,0.531790787671666,0.32788464058698,0.396697297704928,0.950929705040669,0.661372355521139,0.347700311332091,0.145118444900542,0.429299007484779,0.343796844730218,0
"70",0.573919226338704,0.291000885387591,0.786720221522914,0.941083536850352,0.556079230074361,0.473725571858262,0.381712277722005,0.502120461770541,0.0737348659546304,0.051662173154636,0.10088270167474,0.0934168437092339,1
"71",0.370549183662936,0.0495375993203973,0.327512388883863,0.271281529726542,0.44678051209929,0.787077653210014,0.689792724004766,0.192738178200074,0.544203618582769,0.724329276270166,0.915689056375639,0.405651572032649,0
"72",0.883432666889459,0.238985110956265,0.381857716490057,0.866315129768283,0.763817041872217,0.112799580827261,0.214798275805455,0.436891269730884,0.154377620701769,0.171553302925115,0.708107009962951,0.788732560614507,0
"73",0.803959054465598,0.635990320292237,0.0475605363765119,0.713016426945396,0.471319024417869,0.534367409356583,0.883939560371207,0.181234268834533,0.430699401146412,0.921786445609044,0.0196783125194265,0.318307616475974,0
"74",0.936377689601244,0.189068182171103,0.731304153683546,0.29523987881717,0.490355222029142,0.627423445435634,0.434808844974991,0.482964162279454,0.611024860746695,0.314504690099242,0.00976784884233086,0.820787575071006,1
"75",0.256377374160238,0.352620229441456,0.0144193726954444,0.92274991188652,0.438569070432219,0.316636776350385,0.410694696493326,0.96567577540173,0.732642521459506,0.898282376370371,0.0329210007139158,0.723418934355154,0
"76",0.670709920604049,0.876740732429607,0.0329289798263743,0.182040032578742,0.526982999933183,0.135421631412655,0.794409398345106,0.510770643982653,0.974905836400058,0.5250067583284,0.276819783371239,0.0549683398889858,0
"77",0.916455907851997,0.868502753597312,0.0764713518982236,0.924753605673032,0.672675616455213,0.167444627286071,0.841365630220152,0.0158804732471724,0.0574959373537072,0.562338156601778,0.172289372476206,0.725270103135758,0
"78",0.43358424885394,0.257272735883619,0.997007251520727,0.124362519192645,0.504779358747034,0.577139105742354,0.545801072790111,0.381077308256493,0.333926428138358,0.0494154123926591,0.912755441717266,0.498579873537479,1
"79",0.898071284847721,0.526428785625766,0.452267138389377,0.063994492694326,0.808250764419821,0.105352149242079,0.345029374258004,0.187262878534371,0.874095722328634,0.302547161893834,0.565203010865214,0.813595477933486,0
"80",0.197764993478239,0.109665069236255,0.702347115402673,0.13976893205123,0.494494862333318,0.757521702577593,0.282380984253384,0.493483519077357,0.873096603617711,0.970217858371305,0.700626741299985,0.959159802079588,1
"81",0.24791704371624,0.997139300816577,0.450217113814631,0.77923885608679,0.563842804940749,0.549690204900216,0.482594904718321,0.303118230745982,0.83340307601856,0.610773819820656,0.179806406417235,0.816644133924098,0
"82",0.924327219519776,0.880177895248476,0.431552921992737,0.813523172489046,0.734555126827744,0.486124241296454,0.359257229360386,0.00267526797725077,0.897251903530642,0.18718187340291,0.94947794307685,0.814516287610316,0
"83",0.963502473459381,0.83051227754415,0.486616860691355,0.0409549165420994,0.396923757858564,0.942369338540591,0.383918209247448,0.485655373212739,0.859667465348084,0.642749068182551,0.94275406541763,0.988122461133973,0
"84",0.111198170069247,0.89219532558606,0.98932669728675,0.716184603181004,0.588810119020617,0.885832172807314,0.101755231598936,0.276560004042355,0.884647031997838,0.0121885484283222,0.668280804057134,0.461983046127575,1
"85",0.97903378350074,0.302312634433067,0.479624830714874,0.588387236025145,0.585021888574212,0.833522685510486,0.331695096310654,0.109744386556442,0.242921075366875,0.317077387785259,0.422029179041278,0.799923709600026,0
"86",0.0575758365198854,0.785029282157002,0.924988262188114,0.653348103768601,0.628881051826444,0.61148929289767,0.107185281673328,0.431059093912293,0.3866843452507,0.80121090964957,0.825376120797492,0.745959558274009,0
"87",0.82955727789642,0.434765040861123,0.193035258044847,0.466752073261336,0.197205804957222,0.88980231232109,0.698596333677602,0.793688910470334,0.537588655788907,0.108607892156315,0.335513816397509,0.185315140172493,1
"88",0.720476680084163,0.844811240070842,0.663539025231576,0.254242080015125,0.337617924175301,0.65446162522812,0.830302710326148,0.49646714617335,0.751130774668372,0.905313274329691,0.974558081678016,0.102055039218382,0
"89",0.298208613824716,0.591215995238348,0.934902691046492,0.920002066248402,0.36249736014803,0.41814897129891,0.736199329887572,0.755838270654411,0.184225417347559,0.0300224152874281,0.459069384109601,0.222059967448609,1
"90",0.999323742673285,0.27168366577261,0.311772629949884,0.409734347008049,0.552013167299588,0.397967993328455,0.366470121943536,0.604721429065722,0.489378681559253,0.390271436556619,0.891092441536585,0.00407515101571884,1
"91",0.52393867130986,0.159893193734785,0.845894281165063,0.432075302388751,0.260917901501995,0.869298250068636,0.902394346845945,0.428515911878899,0.201316774859678,0.88370306486453,0.1483660533352,0.859774274285648,0
"92",0.0136147931618957,0.104342857299236,0.311202537753768,0.474339341620464,0.695081180684287,0.0177184942322723,0.00785537787998604,0.935126597743532,0.267758748935103,0.259358178716071,0.181017583401863,0.134639197687745,1
"93",0.700870563366517,0.670530962908412,0.240940410471618,0.536775550999696,0.393023756805754,0.00997654626666825,0.864494504798717,0.948540719467158,0.856886760183849,0.427228170301488,0.888344780202164,0.60703654469485,0
"94",0.0385627212126096,0.242154366084885,0.902439144063817,0.530153829174568,0.617983455527084,0.509910467253023,0.641476374607048,0.0294590208018048,0.739237065171913,0.603360222150004,0.58778575270911,0.330514491636438,1
"95",0.955764614441396,0.328504973586056,0.663374611253522,0.736480723744635,0.487392460207742,0.5346984537809,0.356504622145371,0.662442390358546,0.710494159697995,0.701238312055687,0.942409551693539,0.63479670795536,0
"96",0.942782401514102,0.434304882874613,0.709165213775138,0.120302897669833,0.6880131589949,0.08787126121743,0.030436946414867,0.862575633942003,0.612602488715083,0.654744848975476,0.851448648936081,0.579072831143195,0
"97",0.668326479995272,0.313882208279085,0.222210001354115,0.141013743785056,0.677394216638878,0.0688850719485023,0.077833975531338,0.864478524525209,0.185527955662931,0.692447113625585,0.539472344307906,0.795802933514656,1
"98",0.0765746015896735,0.167987767437763,0.344942830171292,0.813585977141722,0.559423444425349,0.396623128906621,0.367516578532228,0.583865342878007,0.930914877903326,0.243257093093951,0.347945935691475,0.114324952698065,1
"99",0.464608082889843,0.797643921058888,0.490627085731798,0.59728664558431,0.480963783433002,0.625363963533637,0.179836200540257,0.76680123653754,0.319230906338773,0.277165120327532,0.510105257323506,0.33143755759604,0
"100",0.464566675572683,0.606023172072649,0.0754746312865033,0.186790174187327,0.359026470856632,0.440047178784581,0.657920125460659,0.822127956460154,0.33958119748411,0.68325450010849,0.181471581851428,0.718050483376268,0
"101",0.420982495263267,0.455365528967538,0.00658015575789058,0.0279960602099626,0.688827711664731,0.24101874515384,0.0827428438932259,0.654810104990238,0.412993025093587,0.0832084382331139,0.316802958478967,0.614393582745474,1
"102",0.217908267308013,0.520010419318684,0.418568702998734,0.950144960214202,0.734522917346225,0.165123656162334,0.580734562736261,0.102269314448935,0.69761766900887,0.708017008772931,0.0950059316236029,0.721588667892829,0
"103",0.661753714181234,0.196412190877792,0.766906930500383,0.522171805599205,0.297158150494015,0.62133555817511,0.621339978508024,0.854051317398334,0.30509540667908,0.177391977960001,0.947825003877764,0.669932884590856,0
"104",0.140530301810609,0.354197351051979,0.642457718535757,0.22879234926196,0.543283572175218,0.475648222958994,0.750749433413809,0.167696302347954,0.98934807041639,0.149560490524029,0.522842936050145,0.232499873915529,1
"105",0.153396148483117,0.379693153454585,0.807148170086984,0.474489680803567,0.35092187381038,0.588961668076119,0.64695412473371,0.707327589844026,0.610077973051814,0.983761247813715,0.892043014280081,0.0745469950114339,0
"106",0.938658444556028,0.000550559707717523,0.274987798208114,0.586982339841032,0.408779675945297,0.425603213097303,0.540119600764174,0.81233657282869,0.505458522142691,0.967079195175382,0.427468911729095,0.384459469394504,1
"107",0.108423841415561,0.126452026792516,0.0821716654612497,0.989210511590455,0.315039806778617,0.966859678488974,0.269827655770888,0.809012611831861,0.729022333570139,0.0768048385091239,0.757943111239555,0.841656039016018,1
"108",0.25860929083021,0.788365634698894,0.347697642285348,0.319814055958197,0.695669249023991,0.294219782355406,0.253008982541294,0.41181968609226,0.685521365759477,0.628243443304769,0.2423355940533,0.842468121149507,0
"109",0.302972351267045,0.403079764887294,0.366141974817582,0.420677374531003,0.46903144473318,0.269498559739864,0.90866925634044,0.427883314082497,0.470512034920008,0.091211196939665,0.155222306238635,0.956663410290888,0
"110",0.787783815691231,0.475150328052967,0.877093326602459,0.0627373953587792,0.574705481464975,0.507040114923106,0.146723108233919,0.650620042477445,0.788015008110094,0.440912233662293,0.629053178384018,0.951508414985798,0
"111",0.502765730284688,0.571597538697855,0.34993974692489,0.256374847260631,0.593627390006998,0.4926680338754,0.397481638023988,0.360220253233927,0.677740772143475,0.605388020447216,0.381836927726459,0.628228863307893,0
"112",0.462410106146822,0.225368039784044,0.564912622584667,0.649110394646801,0.367811021410627,0.62307775730219,0.314443556417931,0.95750415436243,0.413398478461113,0.434979493984956,0.0256413330405076,0.0342710416259872,1
"113",0.667761090793919,0.606118316862547,0.920540335776112,0.783861175831297,0.621577150381293,0.642683964222532,0.000607114355324094,0.527293712273787,0.362343253922856,0.681412633616708,0.869950833762283,0.311103922846935,0
"114",0.664122571065364,0.367961644022473,0.781898684605258,0.219586117374185,0.299597005228774,0.778869229982786,0.682974175355826,0.627934873730439,0.441493446638405,0.474168785002548,0.687200994488157,0.851280614754243,0
"115",0.805068438387275,0.5957700581137,0.703119711585572,0.192822990425276,0.3778019486244,0.9804788213548,0.566820213835221,0.319238271935772,0.189939710986483,0.382580795922339,0.493562176033116,0.625168867773088,0
"116",0.638325178532847,0.780484419464023,0.835938342690617,0.434574865357783,0.606861565544148,0.886022531471686,0.0479963330284585,0.278595335987123,0.642251284536226,0.349413609381477,0.785237129874122,0.928569278628995,0
"117",0.585429810920493,0.97520267974114,0.123124057801337,0.202743339383904,0.747023965155931,0.46994682202855,0.102186098675117,0.240322216625856,0.475779695435778,0.674796999133751,0.31094513425722,0.865373528886063,1
"118",0.198165593077353,0.7510850037677,0.362271741084301,0.311388128988494,0.604100254844959,0.892741526835172,0.056807932153424,0.270948269325369,0.489695847559401,0.308048389263359,0.367981780685959,0.480954950229458,1
"119",0.157816890507425,0.144730942662559,0.0362006666530767,0.999789973894701,0.738267213598352,0.125859273555117,0.504523031610588,0.207051627842638,0.931382996817791,0.476356059594734,0.611445062732539,0.633329350709656,1
"120",0.3731941984116,0.199219253914134,0.0741581564280184,0.555623211070232,0.512568991129094,0.589377935298047,0.21036810106683,0.682028482807802,0.295850726847465,0.255689941479581,0.301330846457497,0.935909208496604,0
"121",0.888506474461166,0.721340395397309,0.813136762708313,0.826172574948037,0.191218977879395,0.825434682529429,0.980149772355992,0.593594334764449,0.657822367681874,0.261892788698321,0.695595997020924,0.870880386176818,0
"122",0.356655356817999,0.531690420466094,0.563324662914721,0.32538812477679,0.236794366705563,0.446149270484884,0.892559835942649,0.930332000543267,0.428760901870668,0.765858710719945,0.357066412863261,0.0504956461494067,0
"123",0.353012297602204,0.414077479673817,0.170133678239764,0.260671838583106,0.457565127635015,0.689368876724318,0.698021482020305,0.251423334358828,0.875462034593088,0.267243202872647,0.0817866634223198,0.247988599665866,1
"124",0.7854453714408,0.355894473462042,0.722088208360393,0.68600616704328,0.488751889593013,0.999018356055477,0.0823490853608758,0.468428714073613,0.275126778174384,0.332947839187795,0.945859560915066,0.881305952353842,0
"125",0.869389352089578,0.642425891937415,0.535946895732936,0.518762777437541,0.534694635911776,0.621572031201832,0.752796898136243,0.0442558308551202,0.771519430916766,0.831490860024345,0,0.0902733822485021,0
"126",0.0559070289562657,0.878940349395252,0.132970230960624,0.291486735126267,0.70976284058367,0.652623914089454,0.0485019848156996,0.217713483500909,0.218173078536397,0.506932404682945,0.624841603826159,0.661880089787477,1
"127",0.259617747657778,0.89461311743877,0.436328547762411,0.333135606306026,0.509014487721371,0.77371494638054,0.316500336163509,0.401723135851677,0.280999836509337,0.740441276482488,0.666660770407595,0.648265126888872,0
"128",0.369080645599485,0.0739858066143552,0.971775102684298,0.374676222727147,0.548738067119264,0.609231083344661,0.219086656014845,0.550205252613516,0.716383912721476,0.166999681169844,0.323696029201509,0.718623037099163,1
"129",0.8890832830937,0.352530163438744,0.457286663363474,0.598237813956834,0.741539804908299,0.370502001969004,0.344529787044558,0.113076044824948,0.473002418278491,0.674281607839834,0.994301169345561,0.362273272862036,0
"130",0.85137989860101,0.626039281938917,0.0540370964156442,0.750045697490568,0.626387513038795,0.39783279373296,0.226521282386969,0.532483364256445,0.0398319372206392,0.457316328638122,0.0887801740322233,0.330745049753427,1
"131",0.542380124105052,0.564716781760495,0.50257617016629,0.708848479718905,0.804588040880586,0.0817417484021366,0.503340566516371,0.0630194335535467,0.677385860627601,0.742956854527171,0.460944166691921,0.569151176671212,0
"132",0.0255917480779013,0.730003523071251,0.38218052011946,0.695844807468526,0.618461856057993,0.464088579875306,0.511418659713722,0.203966727154863,0.944355507882875,0.431598991147193,0.590023582364656,0.285237502631086,1
"133",0.277853323868834,0.343368528181446,0.746833539917929,0.960953193185647,0.431776028327202,0.965296950202495,0.73020935341477,0.0169510841040624,0.465817717592425,0.20090170990025,0.962126685994958,0.145064153443407,0
"134",0.546376692932871,0.558568894732388,0.606864612688001,0.0685727202282426,0.928020848739361,0.0889215822799946,0.138095429005024,0.0687096912208458,0.232859067186488,0.706427138067372,0.698178583845253,0.974622805784762,0
"135",0.302875096966427,0.236541172431173,0.628861823905221,0.492788526910725,0.724425188281277,0.366425885719277,0.0863469179647652,0.424187413175592,0.0205196481314202,0.724673318672018,0.323619306182035,0.679374080900436,0
"136",0.0378745762852486,0.184978674764332,0.286652439101239,0.0780184343970723,0.47839932484888,0.750100174861246,0.0786921706108241,0.750537840329425,0.0789722782236543,0.24710191812312,0.562375927074165,0.64577014384,1
